cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
144155.186,14874.054,22069.946,5053.064,2068.176,48078.349,1.0,-1639.1,2031.122,679.362,0.0,0.0
