cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
150026.104,14832.797,8436.45,7121.737,1847.158,0.0,1.0,-3001.695,2909.894,0.0,0.0,0.0
