cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
144675.714,14587.635,9650.767,6765.691,1788.711,0.0,1.0,-2746.719,2664.732,9.814,0.0,0.0
