cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
274976.733,19101.639,0.0,3364.766,5487.867,1.56067183e6,1.0,-2100.536,6258.707,4445.51,0.0,0.0
