cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
155984.659,15558.159,8436.45,7112.157,1888.226,36372.31,1.0,-2724.837,2715.226,277.729,0.0,0.0
