cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
162482.765,15860.227,7412.932,7258.012,1733.97,29227.613,1.0,-2967.25,3017.294,337.384,0.0,0.0
