cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
150510.459,15249.045,10189.291,6191.792,1912.7,48751.367,1.0,-2238.495,2406.113,454.958,0.0,0.0
