cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
157906.86,15231.775,6026.194,7445.472,1663.702,0.0,1.0,-3400.673,3308.872,0.0,0.0,0.0
