cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
121471.576,13732.024,0.0,3924.192,1221.552,0.0,1.0,-1900.922,1809.121,0.0,0.0,0.0
