cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
111325.337,13082.685,19876.543,4205.671,2024.385,0.0,1.0,-1236.754,1159.782,14.829,0.0,0.0
