cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
137686.252,14254.332,10189.291,6171.492,1828.573,0.0,1.0,-2371.879,2331.429,51.351,0.0,0.0
