cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
155445.779,15499.437,14477.388,6714.912,1857.548,35593.967,1.0,-2553.264,2656.504,390.58,0.0,0.0
