cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
124126.801,13673.948,22069.946,5064.093,1980.423,0.0,1.0,-1833.611,1751.045,9.235,0.0,0.0
