g,r_up,r_dn,γ,γ_RT,δ,δ_RT,Δ
423.23333835061374,79.7397646308846,15.845618494799012,0.0,0.0,0.0,0.0,63.89414613608558
372.8697965066512,28.589047604463826,23.22727807842043,0.0,0.0,0.0,0.0,5.361769526043394
318.96251039790786,78.75278944174906,9.790047443359947,0.0,0.0,0.0,0.0,68.96274199838913
318.51268833618934,89.16545517400073,10.515523483752322,0.0,0.0,0.0,0.0,78.6499316902484
283.1127943563961,89.69813403490605,5.219013543917699,0.0,0.0,0.0,0.0,84.47912049098834
359.80766560599085,57.806137926783244,9.928521076107444,0.0,0.0,0.0,0.0,47.87761685067579
420.0467888666929,54.456283955003514,16.039603317852134,0.0,0.0,0.0,0.0,38.41668063715139
429.04352770459946,85.34760178841108,18.23063367934132,0.0,0.0,0.0,0.0,67.11696810906976
515.2189029830395,60.29302567376915,14.804236440944965,0.0,0.0,0.0,0.0,45.488789232824175
488.6990137177539,59.59684078944762,28.446482896908527,0.0,0.0,0.0,0.0,31.150357892539084
532.1948002079475,57.622533528144274,23.021056315046216,0.0,0.0,0.0,0.0,34.60147721309807
556.2313092772749,66.41905979239031,25.34045104253832,0.0,0.0,0.0,0.0,41.078608749852
509.5570392853535,72.07157899299851,4.3495556869081184,0.0,0.0,0.0,0.0,67.72202330609039
528.3284265113473,43.56397208811164,14.079026125048221,0.0,0.0,0.0,0.0,29.48494596306342
576.7375136739287,29.43240976536749,46.35903913033587,0.0,0.0,0.0,0.0,-16.92662936496838
583.1398252076341,29.832623622364697,37.12161842986092,0.0,0.0,0.0,0.0,-7.288994807496232
641.5497162162767,22.86562434094373,40.11308463748435,0.0,0.0,0.0,0.0,-17.247460296540616
659.545444959446,45.88223632581453,36.09588642592174,0.0,0.0,0.0,0.0,9.786349899892784
749.6543167843781,20.90538782904833,42.42594529286542,0.0,0.0,0.0,0.0,-21.520557463817095
720.1130871681651,13.345652238810974,51.2590197920944,0.0,0.0,0.0,0.0,-37.91336755328342
681.7589247199361,38.894005562553005,31.35164248574258,0.0,0.0,0.0,0.0,7.542363076810422
646.6888394410835,28.028209023571286,36.218576562043424,0.0,0.0,0.0,0.0,-8.190367538472142
583.3977055337804,59.00490636728948,26.378310010565666,0.0,0.0,0.0,0.0,32.62659635672381
515.6006648734904,57.90103046945679,10.223141487983174,0.0,0.0,0.0,0.0,47.6778889814736
