cost,creation_time,g,g_cost,optimization_time,penalty,r_dn,r_up,rdn_cost,rup_cost,slack_penalty,status,Δ,γ,γ_RT,γ_RT_cost,γ_cost,δ,δ_RT,δ_RT_cost,δ_cost
72618.031,4.254,10678.686,68380.677,23.022,0.0,226.724,1915.57,431.7,3805.654,0.0,1.0,1688.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
