cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
141668.959,14430.656,9974.202,6552.548,1826.057,-0.0,1.0,-2560.18,2507.753,39.374,0.0,0.0
