cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
265809.871,18693.056,0.0,3024.994,5487.867,1.562288099e6,1.0,-1760.765,5850.123,4376.699,0.0,0.0
