cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
163156.114,15919.789,4810.582,7543.901,1705.264,27490.049,1.0,-3103.034,3076.857,261.162,0.0,0.0
