cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
164847.852,16016.402,0.0,7870.378,1598.61,25536.237,1.0,-3246.128,3173.469,214.682,0.0,0.0
