cost,creation_time,g,optimization_time,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
158742.027,389.181,14064.396,22557.78,15565.388,5235.072,3677.898,168.901,1.0,-1366.893,3636.223,337.774,2.887,0.0
