cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
169101.75,15681.258,0.0,3675.213,1602.57,172091.237,1.0,-1405.88,2838.325,1719.786,0.0,0.0
