cost,creation_time,g,optimization_time,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
83617.325,4.363,12414.005,23.284,0.0,576.383,1269.214,0.0,1.0,692.831,0.0,0.0,0.0,0.0
