cost,creation_time,g,optimization_time,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
101531.626,35.808,12598.658,39.387,5362.501,5858.752,3382.155,30110.963,1.0,508.177,184.654,0.0,0.0,0.0
