cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
162119.096,15862.913,5399.52,7385.734,1738.88,30270.88,1.0,-3023.809,3019.98,283.511,0.0,0.0
