cost,creation_time,g,optimization_time,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
81151.316,1.921,11922.903,4.493,0.0,1121.091,1029.291,0.0,1.0,-91.801,0.0,0.0,0.0,0.0
