cost,creation_time,g,optimization_time,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
86048.301,301.613,10678.686,89.227,15565.388,5179.657,3853.428,21726.878,1.0,1688.846,0.0,0.0,0.0,0.0
