cost,creation_time,g,g_cost,optimization_time,penalty,r_dn,r_up,rdn_cost,rup_cost,slack_penalty,status,Δ,γ,γ_RT,γ_RT_cost,γ_cost,δ,δ_RT,δ_RT_cost,δ_cost
94311.825,33.946,11083.565,71074.327,37.226,5423.07,5826.272,3514.159,11095.113,7115.974,38370.551,1.0,1283.967,404.879,0.0,0.0,5026.411,0.0,0.0,0.0,0.0
