cost,g,penalty,r_dn,r_up,slack_penalty,status,Δ,γ,γ_RT,δ,δ_RT
164176.131,15526.404,0.0,7879.959,1557.048,0.0,1.0,-3695.302,3603.502,0.0,0.0,0.0
